transcript_id	blastx_id	blastx_full	Higher_expression
TRINITY_DN16273_c0_g1_i2	C78A5_ARATH	Cytochrome P450 78A5	
TRINITY_DN16288_c0_g1_i3	RGGA_TOBAC	RGG repeats nuclear RNA binding protein A {ECO:0000303|PubMed:11905967}	
TRINITY_DN16295_c0_g2_i1	LOX5_MESAU	Polyunsaturated fatty acid 5-lipoxygenase {ECO:0000250|UniProtKB:P09917}	
TRINITY_DN16295_c1_g1_i1	.	.	
TRINITY_DN16295_c1_g2_i1	.	.	
TRINITY_DN16311_c0_g1_i2	.	.	6W
TRINITY_DN16311_c0_g2_i1	.	.	
TRINITY_DN16314_c0_g1_i1	PMEI8_ORYSJ	Pectinesterase inhibitor 8 {ECO:0000305}	6W
TRINITY_DN16318_c0_g2_i1	MK67I_DANRE	MKI67 FHA domain-interacting nucleolar phosphoprotein	
TRINITY_DN16282_c0_g2_i1	NHP6_USTMA	Non-histone chromosomal protein 6	
TRINITY_DN16282_c0_g2_i2	NHP6_USTMA	Non-histone chromosomal protein 6	
TRINITY_DN16282_c0_g2_i4	NHP6_ASPFU	Non-histone chromosomal protein 6	
TRINITY_DN16252_c0_g1_i1	LHTL8_ARATH	Lysine histidine transporter-like 8	
TRINITY_DN16252_c0_g1_i2	LHTL8_ARATH	Lysine histidine transporter-like 8	
TRINITY_DN16275_c1_g3_i2	STIL2_ARATH	Protein STICHEL-like 2	
TRINITY_DN16275_c1_g3_i5	STIL2_ARATH	Protein STICHEL-like 2	
TRINITY_DN16316_c0_g1_i1	MSBP1_ORYSJ	Membrane steroid-binding protein 1 {ECO:0000303|PubMed:25711711}	
TRINITY_DN16277_c0_g3_i4	.	.	
TRINITY_DN16277_c0_g3_i5	.	.	
TRINITY_DN16239_c0_g1_i1	.	.	6A
TRINITY_DN16259_c0_g1_i1	KIWI_ARATH	RNA polymerase II transcriptional coactivator KIWI	
TRINITY_DN16284_c0_g1_i2	.	.	
TRINITY_DN16299_c0_g1_i1	Y5830_ARATH	Probable inactive receptor kinase At5g58300	
TRINITY_DN16299_c0_g3_i1	Y4374_ARATH	Probable inactive receptor kinase At4g23740	
TRINITY_DN16257_c0_g1_i1	FMT_STACT	Methionyl-tRNA formyltransferase {ECO:0000255|HAMAP-Rule:MF_00182}	
TRINITY_DN16257_c0_g1_i40	FMT_STACT	Methionyl-tRNA formyltransferase {ECO:0000255|HAMAP-Rule:MF_00182}	
TRINITY_DN16301_c0_g2_i5	PP329_ARATH	Pentatricopeptide repeat-containing protein At4g20770	
TRINITY_DN16266_c0_g1_i10	CALR_BERST	Calreticulin	
TRINITY_DN16266_c0_g1_i7	CALR_CHLRE	Calreticulin	
TRINITY_DN16266_c0_g1_i9	CALR_DICDI	Calreticulin	
TRINITY_DN16266_c0_g2_i1	CALR_CHLRE	Calreticulin	
TRINITY_DN16276_c0_g1_i2	AASS_ARATH	Alpha-aminoadipic semialdehyde synthase	
TRINITY_DN47902_c0_g1_i1	ODO1_DICDI	2-oxoglutarate dehydrogenase, mitochondrial	6W
TRINITY_DN47861_c0_g1_i1	.	.	
TRINITY_DN47837_c0_g1_i1	.	.	
TRINITY_DN47814_c0_g2_i3	PSBA_TETOB	Photosystem II protein D1 {ECO:0000255|HAMAP-Rule:MF_01379}	
TRINITY_DN47814_c0_g2_i5	PSBA_STIHE	Photosystem II protein D1 {ECO:0000255|HAMAP-Rule:MF_01379}	
TRINITY_DN47814_c0_g2_i7	PSBA_STIHE	Photosystem II protein D1 {ECO:0000255|HAMAP-Rule:MF_01379}	
TRINITY_DN20277_c0_g1_i1	.	.	
TRINITY_DN20297_c0_g1_i33	HMOX2_ARATH	Probable inactive heme oxygenase 2, chloroplastic	
TRINITY_DN20257_c0_g1_i2	CALS8_ARATH	Putative callose synthase 8	
TRINITY_DN20257_c0_g1_i6	CALS8_ARATH	Putative callose synthase 8	
TRINITY_DN20329_c0_g1_i1	.	.	
TRINITY_DN20319_c0_g1_i1	HSP7P_ARATH	Heat shock 70 kDa protein 15	
TRINITY_DN20290_c0_g1_i2	.	.	
TRINITY_DN20267_c0_g1_i5	.	.	
TRINITY_DN20272_c0_g1_i4	CFAT_PETHY	Coniferyl alcohol acyltransferase {ECO:0000303|PubMed:17241449}	
TRINITY_DN20323_c0_g2_i1	PSAF_ARATH	Photosystem I reaction center subunit III, chloroplastic	
TRINITY_DN20338_c1_g1_i1	.	.	6W
TRINITY_DN20260_c0_g1_i1	ACT_PINCO	Actin	
TRINITY_DN20340_c0_g1_i1	MDHM1_ARATH	Malate dehydrogenase 1, mitochondrial {ECO:0000305}	6W
TRINITY_DN20308_c0_g1_i1	.	.	6W
TRINITY_DN20303_c0_g1_i1	.	.	6W
TRINITY_DN20293_c0_g1_i3	PNSB5_ARATH	Photosynthetic NDH subunit of subcomplex B 5, chloroplastic {ECO:0000303|PubMed:21785130}	
TRINITY_DN20293_c0_g1_i6	PNSB5_ARATH	Photosynthetic NDH subunit of subcomplex B 5, chloroplastic {ECO:0000303|PubMed:21785130}	
TRINITY_DN20293_c0_g2_i6	.	.	
TRINITY_DN20334_c0_g1_i5	MDR1_HUMAN	ATP-dependent translocase ABCB1 {ECO:0000305}	
TRINITY_DN20266_c0_g1_i1	.	.	
TRINITY_DN73064_c0_g1_i1	IAA5_ORYSI	Auxin-responsive protein IAA5	6W
TRINITY_DN23546_c0_g1_i1	.	.	
TRINITY_DN23527_c0_g1_i10	ZIFL1_ARATH	Protein ZINC INDUCED FACILITATOR-LIKE 1	
TRINITY_DN23527_c0_g1_i7	ZIFL1_ARATH	Protein ZINC INDUCED FACILITATOR-LIKE 1	
TRINITY_DN23547_c0_g1_i1	.	.	
TRINITY_DN23503_c0_g1_i1	MEP7_TRIVH	Extracellular metalloprotease TRV_07111	
TRINITY_DN23494_c0_g1_i1	.	.	
TRINITY_DN23488_c0_g1_i1	.	.	6W
TRINITY_DN23495_c0_g1_i10	RLP44_ARATH	Receptor-like protein 44 {ECO:0000303|PubMed:18434605}	
TRINITY_DN23487_c0_g1_i1	.	.	
TRINITY_DN23529_c0_g1_i5	.	.	6A
TRINITY_DN23507_c0_g1_i1	.	.	
TRINITY_DN23566_c0_g1_i3	SAP8_ORYSJ	Zinc finger A20 and AN1 domain-containing stress-associated protein 8	
TRINITY_DN23566_c0_g1_i6	SAP8_ORYSJ	Zinc finger A20 and AN1 domain-containing stress-associated protein 8	
TRINITY_DN23566_c0_g4_i1	SAP4_ORYSJ	Zinc finger A20 and AN1 domain-containing stress-associated protein 4	
TRINITY_DN23563_c0_g1_i13	GEML4_ARATH	GEM-like protein 4	
TRINITY_DN23500_c0_g1_i3	GOLS2_SOLLC	Galactinol synthase 2	
TRINITY_DN23478_c0_g1_i1	IF2B_WHEAT	Eukaryotic translation initiation factor 2 subunit beta	6W
TRINITY_DN19847_c0_g1_i1	.	.	6W
TRINITY_DN19939_c1_g3_i1	.	.	
TRINITY_DN19930_c0_g1_i2	.	.	
TRINITY_DN19931_c0_g1_i14	MNMA_BORBU	tRNA-specific 2-thiouridylase MnmA {ECO:0000255|HAMAP-Rule:MF_00144}	
TRINITY_DN19850_c0_g1_i2	.	.	
TRINITY_DN19868_c1_g2_i6	.	.	
TRINITY_DN19851_c0_g1_i1	RDR2_ARATH	RNA-dependent RNA polymerase 2	
TRINITY_DN19911_c0_g1_i1	LSRG_KLEP7	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase {ECO:0000255|HAMAP-Rule:MF_02051}	6W
TRINITY_DN19912_c0_g1_i2	CSPLL_ARATH	CASP-like protein 4A4	
TRINITY_DN19912_c0_g1_i6	GALE1_CYATE	UDP-glucose 4-epimerase GEPI42	
TRINITY_DN19926_c0_g2_i1	NET1D_ARATH	Protein NETWORKED 1D {ECO:0000303|PubMed:22840520}	
TRINITY_DN19898_c0_g1_i1	RL6_MESCR	60S ribosomal protein L6	6W
TRINITY_DN19898_c0_g2_i1	RL6_MESCR	60S ribosomal protein L6	
TRINITY_DN19906_c0_g1_i4	PRS4_ORYSJ	26S proteasome regulatory subunit 4 homolog	
TRINITY_DN19906_c0_g2_i1	PRS4_ORYSJ	26S proteasome regulatory subunit 4 homolog	
TRINITY_DN19932_c0_g1_i3	PSBC_TRICV	Photosystem II CP43 reaction center protein {ECO:0000255|HAMAP-Rule:MF_01496}	
TRINITY_DN19932_c0_g1_i6	PSBC_TRICV	Photosystem II CP43 reaction center protein {ECO:0000255|HAMAP-Rule:MF_01496}	
TRINITY_DN19925_c0_g1_i1	U80A2_ARATH	Sterol 3-beta-glucosyltransferase UGT80A2	6A
TRINITY_DN19879_c0_g1_i2	HMGT_ONCMY	High mobility group-T protein	
TRINITY_DN19907_c0_g1_i4	.	.	
TRINITY_DN19880_c0_g1_i1	A7590_ARTBC	Uncharacterized secreted protein ARB_07590	
TRINITY_DN19866_c1_g1_i3	.	.	
TRINITY_DN19919_c0_g1_i1	.	.	
TRINITY_DN19929_c0_g1_i32	MTPC4_ARATH	Metal tolerance protein C4	
TRINITY_DN19888_c0_g1_i1	SR30_ARATH	Serine/arginine-rich splicing factor SR30	6W
TRINITY_DN19946_c0_g1_i3	AMI4G_ARATH	Probable amidase At4g34880 {ECO:0000305}	
TRINITY_DN19887_c0_g1_i3	RL362_ARATH	60S ribosomal protein L36-2	
TRINITY_DN19887_c0_g1_i5	RL363_ARATH	60S ribosomal protein L36-3	
TRINITY_DN19899_c0_g1_i1	PTR27_ARATH	Protein NRT1/ PTR FAMILY 6.2	6A
TRINITY_DN19899_c0_g1_i3	PTR27_ARATH	Protein NRT1/ PTR FAMILY 6.2	
TRINITY_DN19899_c0_g1_i5	PTR27_ARATH	Protein NRT1/ PTR FAMILY 6.2	
TRINITY_DN19899_c0_g1_i7	PTR27_ARATH	Protein NRT1/ PTR FAMILY 6.2	
TRINITY_DN19889_c0_g1_i1	.	.	
TRINITY_DN19889_c0_g1_i6	.	.	
TRINITY_DN19889_c0_g1_i8	.	.	
TRINITY_DN19916_c0_g1_i1	MYB87_ARATH	Transcription factor MYB87 {ECO:0000305}	
TRINITY_DN19874_c0_g1_i4	PPA15_ARATH	Purple acid phosphatase 15	
TRINITY_DN19874_c1_g1_i1	CAHC_SPIOL	Carbonic anhydrase, chloroplastic	
TRINITY_DN64449_c0_g1_i1	.	.	
TRINITY_DN42247_c0_g1_i1	.	.	
TRINITY_DN42212_c1_g1_i1	KPRO_MAIZE	Putative receptor protein kinase ZmPK1	
TRINITY_DN42212_c1_g2_i3	SD25_ARATH	G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5	
TRINITY_DN42185_c0_g1_i1	YPTC6_CHLRE	Ras-related protein YPTC6	6W
TRINITY_DN42257_c0_g3_i1	FBK9_ARATH	F-box/kelch-repeat protein At1g23390	
TRINITY_DN42182_c0_g1_i4	MUB6_ARATH	Membrane-anchored ubiquitin-fold protein 6	
TRINITY_DN60039_c0_g1_i1	PER12_ARATH	Peroxidase 12	
TRINITY_DN60011_c0_g1_i2	TBB1_DAUCA	Tubulin beta-1 chain	
TRINITY_DN60011_c0_g1_i4	TBB1_DAUCA	Tubulin beta-1 chain	
TRINITY_DN70546_c0_g1_i2	GLRX_RICCO	Glutaredoxin	
TRINITY_DN33266_c0_g1_i1	.	.	6W
TRINITY_DN33272_c0_g2_i1	.	.	
TRINITY_DN33219_c0_g1_i1	HS904_ARATH	Heat shock protein 90-4 {ECO:0000305}	6W
TRINITY_DN6188_c0_g1_i9	RM46_PONAB	39S ribosomal protein L46, mitochondrial	
TRINITY_DN6150_c0_g1_i11	ALG6_ARATH	Probable dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase	
TRINITY_DN6116_c0_g2_i2	TOCC_ARATH	Tocopherol cyclase, chloroplastic	6A
TRINITY_DN6143_c0_g1_i3	AMI1_ARATH	Amidase 1 {ECO:0000303|PubMed:16738862}	
TRINITY_DN6149_c0_g1_i5	LPPE2_ARATH	Lipid phosphate phosphatase epsilon 2, chloroplastic	
TRINITY_DN6189_c0_g1_i14	DLO2_ARATH	Protein DMR6-LIKE OXYGENASE 2 {ECO:0000303|PubMed:25376907}	
TRINITY_DN6163_c0_g1_i16	PPA22_ARATH	Purple acid phosphatase 22	
TRINITY_DN6163_c0_g1_i38	PPA22_ARATH	Purple acid phosphatase 22	
TRINITY_DN6163_c1_g1_i10	NIC1_ARATH	Nicotinamidase 1 {ECO:0000305}	
TRINITY_DN6113_c0_g1_i3	FRO5_ARATH	Ferric reduction oxidase 5	
TRINITY_DN6123_c0_g1_i3	DA1_ARATH	Protein DA1	
TRINITY_DN6178_c0_g1_i20	GPT11_DANRE	G patch domain-containing protein 11	
TRINITY_DN6127_c0_g1_i1	.	.	6A
TRINITY_DN6127_c0_g1_i2	.	.	6W
TRINITY_DN6127_c0_g1_i5	.	.	
TRINITY_DN6169_c0_g1_i7	PRFB2_ARATH	Peptide chain release factor PrfB2, chloroplastic {ECO:0000303|PubMed:21771930}	
TRINITY_DN6140_c0_g1_i4	AKRC9_ARATH	NADPH-dependent aldo-keto reductase, chloroplastic {ECO:0000303|PubMed:21169366}	
TRINITY_DN6166_c0_g1_i5	NIFU1_ARATH	NifU-like protein 1, chloroplastic	
TRINITY_DN6114_c0_g2_i11	EPFL1_ARATH	EPIDERMAL PATTERNING FACTOR-like protein 1 {ECO:0000303|PubMed:19435754}	
TRINITY_DN6114_c0_g2_i7	EPFL1_ARATH	EPIDERMAL PATTERNING FACTOR-like protein 1 {ECO:0000303|PubMed:19435754}	
TRINITY_DN6175_c0_g1_i28	PABN2_ARATH	Polyadenylate-binding protein 2 {ECO:0000303|PubMed:18479511}	
TRINITY_DN6105_c0_g1_i23	RL44_GOSHI	60S ribosomal protein L44	
TRINITY_DN6146_c0_g1_i8	TM45B_BOVIN	Transmembrane protein 45B	6A
TRINITY_DN6130_c0_g1_i14	PB27B_ARATH	Photosystem II D1 precursor processing protein PSB27-H2, chloroplastic	
TRINITY_DN6130_c0_g1_i18	PB27B_ARATH	Photosystem II D1 precursor processing protein PSB27-H2, chloroplastic	
TRINITY_DN6130_c0_g1_i6	PB27B_ARATH	Photosystem II D1 precursor processing protein PSB27-H2, chloroplastic	
TRINITY_DN6192_c1_g2_i2	WER_ARATH	Transcription factor WER	
TRINITY_DN6159_c0_g1_i11	EFM_ARATH	Myb family transcription factor EFM {ECO:0000303|PubMed:25132385}	
TRINITY_DN6124_c0_g1_i2	.	.	6A
TRINITY_DN6124_c0_g1_i4	.	.	6A
TRINITY_DN6124_c0_g1_i8	.	.	
TRINITY_DN6124_c0_g1_i9	.	.	
TRINITY_DN6115_c0_g1_i5	.	.	
TRINITY_DN6139_c0_g1_i28	HEN4_ARATH	KH domain-containing protein HEN4 {ECO:0000305}	
TRINITY_DN6155_c0_g1_i1	.	.	6W
TRINITY_DN6171_c0_g1_i10	HTH_ARATH	Protein HOTHEAD	
TRINITY_DN6171_c0_g1_i20	HTH_ARATH	Protein HOTHEAD	
TRINITY_DN6171_c0_g1_i25	HTH_ARATH	Protein HOTHEAD	
TRINITY_DN6102_c0_g1_i5	NGBR_HUMAN	Dehydrodolichyl diphosphate synthase complex subunit NUS1 {ECO:0000305}	
TRINITY_DN6102_c1_g1_i1	PT311_ARATH	Probable sugar phosphate/phosphate translocator At3g11320	
TRINITY_DN6102_c1_g1_i12	PT311_ARATH	Probable sugar phosphate/phosphate translocator At3g11320	
TRINITY_DN6131_c0_g1_i4	.	.	
TRINITY_DN6131_c0_g2_i1	.	.	
TRINITY_DN6131_c0_g2_i2	.	.	
TRINITY_DN6131_c0_g2_i3	.	.	
TRINITY_DN6193_c0_g1_i14	.	.	
TRINITY_DN6193_c0_g1_i30	PAP4_ARATH	Probable plastid-lipid-associated protein 4, chloroplastic	
TRINITY_DN6193_c0_g1_i31	.	.	
TRINITY_DN6100_c0_g1_i14	PNSB3_ARATH	Photosynthetic NDH subunit of subcomplex B 3, chloroplastic {ECO:0000303|PubMed:21785130}	
TRINITY_DN6100_c0_g1_i7	PNSB3_ARATH	Photosynthetic NDH subunit of subcomplex B 3, chloroplastic {ECO:0000303|PubMed:21785130}	
TRINITY_DN6187_c0_g1_i2	DEXH3_ARATH	DExH-box ATP-dependent RNA helicase DExH3 {ECO:0000305}	
TRINITY_DN6176_c0_g1_i1	.	.	
TRINITY_DN6176_c0_g1_i3	.	.	6A
TRINITY_DN6176_c0_g1_i4	.	.	6A
TRINITY_DN6125_c0_g1_i14	LRP1C_ARATH	La-related protein 1C	
TRINITY_DN6101_c0_g1_i1	CPL4_ARATH	RNA polymerase II C-terminal domain phosphatase-like 4	
TRINITY_DN6145_c0_g1_i15	PLCD2_ARATH	Phosphoinositide phospholipase C 2	
TRINITY_DN6182_c0_g1_i4	HSL1_ARATH	Receptor-like protein kinase HSL1	
TRINITY_DN6136_c0_g1_i9	LIP1_ARATH	Triacylglycerol lipase 1 {ECO:0000303|PubMed:16226259}	
TRINITY_DN6128_c0_g1_i37	ARGJ_VITVI	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic {ECO:0000255|HAMAP-Rule:MF_03124}	
TRINITY_DN6141_c0_g1_i4	HXK3_ARATH	Hexokinase-3	
TRINITY_DN6152_c0_g1_i3	.	.	
TRINITY_DN6135_c0_g1_i1	L6_LINUS	Disease resistance protein L6 {ECO:0000305}	6W
TRINITY_DN6135_c0_g1_i7	L6_LINUS	Disease resistance protein L6 {ECO:0000305}	
TRINITY_DN6162_c0_g1_i10	.	.	
TRINITY_DN6162_c0_g1_i14	ML146_PAPSO	Major latex protein 146	
TRINITY_DN6160_c0_g1_i2	ABCG2_MACMU	Broad substrate specificity ATP-binding cassette transporter ABCG2 {ECO:0000305}	
TRINITY_DN6160_c0_g1_i3	ABCG2_MACMU	Broad substrate specificity ATP-binding cassette transporter ABCG2 {ECO:0000305}	
TRINITY_DN6186_c0_g1_i14	.	.	
TRINITY_DN6186_c0_g1_i5	.	.	6A
TRINITY_DN6197_c0_g1_i1	S35F5_MACFA	Solute carrier family 35 member F5	6A
TRINITY_DN6197_c0_g1_i5	S35F5_MACFA	Solute carrier family 35 member F5	
TRINITY_DN6164_c0_g1_i2	PLY12_ARATH	Probable pectate lyase 12	6A
TRINITY_DN6164_c0_g1_i6	PLY12_ARATH	Probable pectate lyase 12	
TRINITY_DN6170_c0_g1_i18	CCR1_PETHY	Cinnamoyl-CoA reductase 1 {ECO:0000303|PubMed:24985707, ECO:0000303|PubMed:25217505}	
TRINITY_DN6191_c1_g1_i3	.	.	
TRINITY_DN6121_c0_g1_i3	SPB1_EMENI	AdoMet-dependent rRNA methyltransferase spb1 {ECO:0000255|HAMAP-Rule:MF_03163}	
TRINITY_DN63608_c0_g1_i2	Y2452_ARATH	DUF21 domain-containing protein At2g14520	
TRINITY_DN63610_c0_g1_i1	.	.	
TRINITY_DN63635_c0_g1_i2	GLPT4_ARATH	Putative glycerol-3-phosphate transporter 4	
TRINITY_DN8274_c0_g1_i36	TBP1_ORYSJ	Telomere-binding protein 1	
TRINITY_DN8252_c0_g1_i8	ULP1D_ARATH	Ubiquitin-like-specific protease 1D	
TRINITY_DN8268_c0_g1_i6	SCAPE_HUMAN	S phase cyclin A-associated protein in the endoplasmic reticulum	
TRINITY_DN8289_c0_g1_i1	RPOB_PHATC	DNA-directed RNA polymerase subunit beta {ECO:0000255|HAMAP-Rule:MF_01321}	
TRINITY_DN8206_c0_g1_i8	ALKB2_ARATH	DNA oxidative demethylase ALKBH2	
TRINITY_DN8229_c0_g1_i10	PMTJ_ARATH	Probable methyltransferase PMT19	
TRINITY_DN8229_c0_g1_i4	PMTJ_ARATH	Probable methyltransferase PMT19	
TRINITY_DN8229_c0_g1_i5	PMTJ_ARATH	Probable methyltransferase PMT19	
TRINITY_DN8290_c0_g1_i1	CIPK2_ORYSJ	CBL-interacting protein kinase 2	6A
TRINITY_DN8217_c0_g1_i18	RISB_ARATH	6,7-dimethyl-8-ribityllumazine synthase, chloroplastic	
TRINITY_DN8217_c0_g1_i19	RISB_ARATH	6,7-dimethyl-8-ribityllumazine synthase, chloroplastic	
TRINITY_DN8217_c0_g1_i20	RISB_ARATH	6,7-dimethyl-8-ribityllumazine synthase, chloroplastic	
TRINITY_DN8217_c0_g1_i36	RISB_ARATH	6,7-dimethyl-8-ribityllumazine synthase, chloroplastic	
TRINITY_DN8212_c0_g1_i6	Y077_HAEIN	Uncharacterized protein HI_0077	
TRINITY_DN8213_c0_g1_i2	Y1666_ARATH	Uncharacterized protein At1g76660	
TRINITY_DN8213_c0_g1_i5	Y1666_ARATH	Uncharacterized protein At1g76660	
TRINITY_DN8267_c0_g1_i8	YK50_YEAST	Uncharacterized protein YKR070W	
TRINITY_DN8287_c0_g1_i1	MIA40_ARATH	Mitochondrial intermembrane space import and assembly protein 40 homolog {ECO:0000305}	6A
TRINITY_DN8271_c0_g1_i14	.	.	
TRINITY_DN8276_c0_g1_i21	SIS8_ARATH	Probable serine/threonine-protein kinase SIS8 {ECO:0000305}	
TRINITY_DN8276_c0_g1_i27	SIS8_ARATH	Probable serine/threonine-protein kinase SIS8 {ECO:0000305}	
TRINITY_DN8219_c0_g1_i23	CCA24_ARATH	Cyclin-A2-4	
TRINITY_DN8219_c0_g1_i8	CCA23_ARATH	Cyclin-A2-3	
TRINITY_DN8210_c0_g1_i1	.	.	
TRINITY_DN8210_c0_g1_i3	TBC5A_DICDI	TBC1 domain family member 5 homolog A	
TRINITY_DN8281_c0_g1_i13	MS5L2_ARATH	Protein POLLENLESS 3-LIKE 2 {ECO:0000303|Ref.5}	
TRINITY_DN8281_c0_g1_i8	MS5L2_ARATH	Protein POLLENLESS 3-LIKE 2 {ECO:0000303|Ref.5}	
TRINITY_DN8241_c0_g1_i22	INVA_VIGRR	Acid beta-fructofuranosidase {ECO:0000303|Ref.1}	
TRINITY_DN8241_c0_g1_i25	INVA_VIGRR	Acid beta-fructofuranosidase {ECO:0000303|Ref.1}	
TRINITY_DN8235_c0_g1_i10	.	.	
TRINITY_DN8235_c0_g1_i2	.	.	
TRINITY_DN8235_c0_g1_i6	.	.	
TRINITY_DN8235_c0_g1_i7	.	.	
TRINITY_DN8235_c0_g1_i8	.	.	
TRINITY_DN8235_c0_g1_i9	.	.	
TRINITY_DN8265_c0_g1_i6	DDRGK_ARATH	DDRGK domain-containing protein 1	6A
TRINITY_DN8240_c0_g2_i4	Y3567_ARATH	BTB/POZ domain-containing protein At3g05675	
TRINITY_DN8223_c0_g1_i1	BIG1B_ARATH	Protein BIG GRAIN 1-like B {ECO:0000305}	6A
TRINITY_DN8227_c0_g1_i1	.	.	6A
TRINITY_DN8230_c0_g1_i3	AI5L2_ARATH	ABSCISIC ACID-INSENSITIVE 5-like protein 2	
TRINITY_DN8202_c0_g1_i3	RING3_ARATH	E3 ubiquitin-protein ligase At3g02290	
TRINITY_DN8269_c0_g1_i7	MSL10_ARATH	Mechanosensitive ion channel protein 10	
TRINITY_DN8242_c0_g1_i2	HSP41_PEA	22.7 kDa class IV heat shock protein	
TRINITY_DN8242_c0_g1_i3	HSP41_PEA	22.7 kDa class IV heat shock protein	
TRINITY_DN8254_c0_g1_i1	AP2L1_ARATH	AP2-like ethylene-responsive transcription factor At1g16060	6A
TRINITY_DN8254_c0_g1_i9	AP2L1_ARATH	AP2-like ethylene-responsive transcription factor At1g16060	
TRINITY_DN8209_c0_g1_i2	.	.	6W
TRINITY_DN8209_c0_g1_i5	.	.	
TRINITY_DN8209_c0_g1_i6	.	.	
TRINITY_DN8209_c2_g1_i1	.	.	
TRINITY_DN8236_c0_g1_i19	CHR9_ARATH	Switch 2 {ECO:0000312|EMBL:AEE27606.1}	
TRINITY_DN8201_c0_g1_i2	UPM1_ARATH	S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase, chloroplastic {ECO:0000303|PubMed:29472934, ECO:0000303|PubMed:9006913}	
TRINITY_DN8201_c0_g1_i4	UPM1_ARATH	S-adenosyl-L-methionine-dependent uroporphyrinogen III methyltransferase, chloroplastic {ECO:0000303|PubMed:29472934, ECO:0000303|PubMed:9006913}	
TRINITY_DN8257_c0_g1_i13	P2C04_ARATH	Probable protein phosphatase 2C 4	
TRINITY_DN8207_c0_g1_i2	ACH12_ARATH	1-aminocyclopropane-1-carboxylate oxidase homolog 12	
TRINITY_DN8207_c0_g1_i6	ACCH1_ARATH	1-aminocyclopropane-1-carboxylate oxidase homolog 1	
TRINITY_DN8207_c0_g2_i4	ACCH1_ARATH	1-aminocyclopropane-1-carboxylate oxidase homolog 1	
TRINITY_DN8215_c0_g1_i13	CRK10_ARATH	Cysteine-rich receptor-like protein kinase 10	
TRINITY_DN8215_c0_g1_i8	CRK10_ARATH	Cysteine-rich receptor-like protein kinase 10	
TRINITY_DN8273_c0_g1_i1	GAOX2_ARATH	Gibberellin 20 oxidase 2 {ECO:0000305|PubMed:7630935}	6W
TRINITY_DN8246_c0_g1_i19	ACFR2_ARATH	Transmembrane ascorbate ferrireductase 2	
TRINITY_DN8280_c0_g1_i1	BH096_ARATH	Transcription factor bHLH96	6A
TRINITY_DN8280_c0_g1_i12	BH071_ARATH	Transcription factor bHLH71	
TRINITY_DN8280_c0_g1_i3	BH096_ARATH	Transcription factor bHLH96	
TRINITY_DN8280_c0_g1_i4	BH096_ARATH	Transcription factor bHLH96	
TRINITY_DN8280_c0_g1_i9	BH071_ARATH	Transcription factor bHLH71	
TRINITY_DN8282_c0_g1_i12	C7A22_PANGI	Cytochrome P450 CYP749A22	
TRINITY_DN8282_c0_g1_i2	C7A22_PANGI	Cytochrome P450 CYP749A22	
TRINITY_DN8282_c0_g1_i29	C7A22_PANGI	Cytochrome P450 CYP749A22	
TRINITY_DN8293_c0_g1_i3	FCP_TRICV	Fucoxanthin-chlorophyll a-c binding protein, chloroplastic	
TRINITY_DN8293_c0_g1_i4	FCP_TRICV	Fucoxanthin-chlorophyll a-c binding protein, chloroplastic	
TRINITY_DN8293_c0_g1_i5	FCP_TRICV	Fucoxanthin-chlorophyll a-c binding protein, chloroplastic	
TRINITY_DN8250_c0_g1_i3	BT4_ARATH	BTB/POZ and TAZ domain-containing protein 4	
TRINITY_DN8250_c0_g1_i4	BT4_ARATH	BTB/POZ and TAZ domain-containing protein 4	
TRINITY_DN8250_c0_g1_i9	BT4_ARATH	BTB/POZ and TAZ domain-containing protein 4	
TRINITY_DN8253_c0_g1_i1	GLYM_SOLTU	Serine hydroxymethyltransferase, mitochondrial	6A
TRINITY_DN8253_c0_g1_i11	GLYM_PEA	Serine hydroxymethyltransferase, mitochondrial	
TRINITY_DN8253_c0_g1_i25	GLYM_PEA	Serine hydroxymethyltransferase, mitochondrial	
TRINITY_DN8253_c0_g1_i26	GLYM2_ARATH	Serine hydroxymethyltransferase 2, mitochondrial {ECO:0000303|PubMed:10806255}	
TRINITY_DN8270_c0_g1_i33	PAE10_ARATH	Pectin acetylesterase 10 {ECO:0000303|PubMed:25115560}	
TRINITY_DN8286_c0_g1_i3	PE192_ARATH	Peroxisome biogenesis protein 19-2	
TRINITY_DN8237_c0_g1_i8	.	.	
TRINITY_DN8244_c0_g1_i1	.	.	
TRINITY_DN8244_c0_g1_i4	.	.	
TRINITY_DN64709_c0_g1_i1	CX5C2_ARATH	Cytochrome c oxidase subunit 5C-2	
TRINITY_DN64731_c0_g1_i1	RIBBA_AQUAE	Riboflavin biosynthesis protein RibBA {ECO:0000255|HAMAP-Rule:MF_01283}	
TRINITY_DN86022_c0_g1_i1	FCP_TRICV	Fucoxanthin-chlorophyll a-c binding protein, chloroplastic	6W
TRINITY_DN86066_c0_g1_i1	VATL_CHRCT	V-type proton ATPase 16 kDa proteolipid subunit	
TRINITY_DN66661_c0_g1_i5	Y2418_PSEAE	Putative quercetin 2,3-dioxygenase PA2418	
